NFR,Sector,Table,Type,Technology,Fuel,Abatement,Region,Pollutant,Value,Unit,CI_lower,CI_upper,Reference
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_113,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI D/E,NA,Pb,0.00018,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_113,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI D/E,NA,CO2,1116.041,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_03,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro I,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_01,Tier 2 Emission Factor,Heavy-duty vehicles,Gasoline,Petrol >3.5 t -Conventional,NA,PM2.5,0,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_86,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 28 - 34 t -Euro IV,NA,N2O,0.019,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_01,Tier 2 Emission Factor,Heavy-duty vehicles,Gasoline,Petrol >3.5 t -Conventional,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_01,Tier 2 Emission Factor,Heavy-duty vehicles,Gasoline,Petrol >3.5 t -Conventional,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_01,Tier 2 Emission Factor,Heavy-duty vehicles,Gasoline,Petrol >3.5 t -Conventional,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_02,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Conventional,NA,PM2.5,0.243,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_02,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Conventional,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_02,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Conventional,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_02,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Conventional,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_02,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Conventional,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_113,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI D/E,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_59,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro I,NA,CO,2.117,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_60,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro II,NA,NMVOC,0.315,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_57,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI D/E,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_58,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Conventional,NA,CO,2.476,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_58,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Conventional,NA,NMVOC,0.544,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_58,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Conventional,NA,NOx,12.256,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_58,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Conventional,NA,N2O,0.03,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_58,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Conventional,NA,NH3,0.003,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_58,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Conventional,NA,Pb,0.000173,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_57,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI D/E,NA,Pb,0.000173,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_58,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Conventional,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_57,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI D/E,NA,NH3,0.009,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_59,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro I,NA,NMVOC,0.498,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_59,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro I,NA,NOx,8.746,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_59,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro I,NA,N2O,0.013,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_59,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro I,NA,NH3,0.003,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_59,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro I,NA,Pb,0.000173,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_59,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro I,NA,CO2,853.471,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_59,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro I,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_55,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro V,NA,CO,1.548,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_58,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Conventional,NA,CO2,966.835,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_56,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI A/B/C,NA,N2O,0.053,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_65,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro VI D/E,NA,N2O,0.053,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_55,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro V,NA,NOx,3.457,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_55,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro V,NA,N2O,0.055,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_55,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro V,NA,NH3,0.011,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_55,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro V,NA,Pb,0.000173,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_55,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro V,NA,CO2,821.8,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_55,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro V,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_56,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI A/B/C,NA,CO,0.189,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_57,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI D/E,NA,CO2,831.839,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_56,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI A/B/C,NA,NOx,0.47,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_60,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro II,NA,NOx,9.38,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_56,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI A/B/C,NA,NH3,0.009,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_56,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI A/B/C,NA,Pb,0.000173,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_56,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI A/B/C,NA,CO2,831.839,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_56,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI A/B/C,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_57,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI D/E,NA,CO,0.189,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_57,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI D/E,NA,NMVOC,0.029,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_57,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI D/E,NA,NOx,0.351,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_57,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI D/E,NA,N2O,0.053,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_56,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro VI A/B/C,NA,NMVOC,0.031,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_64,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro VI A/B/C,NA,NOx,0.445,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_60,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro II,NA,CO,1.897,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_63,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro V,NA,NMVOC,0.048,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_63,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro V,NA,NOx,3.615,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_63,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro V,NA,N2O,0.055,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_63,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro V,NA,NH3,0.011,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_63,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro V,NA,Pb,0.000173,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_63,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro V,NA,CO2,812.198,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_63,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro V,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_62,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro IV,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_64,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro VI A/B/C,NA,NMVOC,0.032,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_62,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro IV,NA,CO2,830.637,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_64,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro VI A/B/C,NA,N2O,0.053,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_64,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro VI A/B/C,NA,NH3,0.009,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_64,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro VI A/B/C,NA,Pb,0.000173,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_64,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro VI A/B/C,NA,CO2,817.309,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_64,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro VI A/B/C,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_65,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro VI D/E,NA,CO,0.159,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_65,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro VI D/E,NA,NMVOC,0.03,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_86,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 28 - 34 t -Euro IV,NA,Pb,0.000178,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_64,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro VI A/B/C,NA,CO,0.159,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_61,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro III,NA,Pb,0.000173,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_60,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro II,NA,N2O,0.013,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_60,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro II,NA,NH3,0.003,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_60,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro II,NA,Pb,0.000173,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_60,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro II,NA,CO2,834.827,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_60,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro II,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_61,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro III,NA,CO,2.053,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_61,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro III,NA,NMVOC,0.274,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_61,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro III,NA,NOx,7.56,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_63,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro V,NA,CO,1.617,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_61,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro III,NA,NH3,0.003,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_54,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro IV,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_61,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro III,NA,CO2,855.343,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_61,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro III,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_62,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro IV,NA,CO,0.888,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_62,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro IV,NA,NMVOC,0.047,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_62,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro IV,NA,NOx,5.289,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_62,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro IV,NA,N2O,0.019,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_62,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro IV,NA,NH3,0.003,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_62,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro IV,NA,Pb,0.000173,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_61,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid >32 t -Euro III,NA,N2O,0.007,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_48,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro VI A/B/C,NA,NH3,0.009,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_49,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro VI D/E,NA,Pb,0.000173,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_47,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro V,NA,N2O,0.036,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_47,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro V,NA,NH3,0.011,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_47,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro V,NA,Pb,0.000173,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_47,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro V,NA,CO2,714.666,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_47,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro V,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_48,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro VI A/B/C,NA,CO,0.166,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_48,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro VI A/B/C,NA,NMVOC,0.028,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_47,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro V,NA,NMVOC,0.043,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_48,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro VI A/B/C,NA,N2O,0.035,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_47,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro V,NA,CO,1.367,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_48,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro VI A/B/C,NA,Pb,0.000173,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_48,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro VI A/B/C,NA,CO2,723.332,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_48,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro VI A/B/C,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_49,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro VI D/E,NA,CO,0.167,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_49,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro VI D/E,NA,NMVOC,0.027,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_49,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro VI D/E,NA,NOx,0.339,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_49,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro VI D/E,NA,N2O,0.035,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_55,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 28 – 32 t -Euro V,NA,NMVOC,0.046,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_48,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro VI A/B/C,NA,NOx,0.452,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_45,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro III,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_24,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro VI A/B/C,NA,PM2.5,0.002,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_44,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro II,NA,CO2,731.332,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_44,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro II,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_45,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro III,NA,CO,1.774,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_45,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro III,NA,NMVOC,0.259,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_45,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro III,NA,NOx,6.47,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_45,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro III,NA,N2O,0.005,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_45,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro III,NA,NH3,0.003,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_47,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro V,NA,NOx,3.397,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_45,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 26 – 28 t -Euro III,NA,CO2,755.474,g/km,,,
